,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
0,1100015.0,Alta Floresta D'Oeste,11.0,RO,482.8985507246377,521.6573333333333,499.21599999999995,534.9927536231884,656.5333333333333
1,1100023.0,Ariquemes,11.0,RO,487.7371681415929,514.8158176943699,504.60670241286863,535.3831858407079,613.3512064343164
2,1100031.0,Cabixi,11.0,RO,464.8705882352941,437.4789473684211,429.7421052631579,489.95294117647063,436.8421052631579
3,1100049.0,Cacoal,11.0,RO,488.03771186440673,513.4146,506.0288,534.8052966101695,602.28
4,1100056.0,Cerejeiras,11.0,RO,487.975,518.408695652174,490.5739130434783,535.2075,609.5652173913044
5,1100064.0,Colorado do Oeste,11.0,RO,502.3297520661157,517.86875,509.19140625,537.5909090909091,638.125
6,1100072.0,Corumbiara,11.0,RO,479.36499999999995,504.92857142857144,492.60952380952375,456.65,534.2857142857143
7,1100080.0,Costa Marques,11.0,RO,452.3820512820513,462.9953488372093,451.31162790697675,450.25897435897434,492.09302325581393
8,1100098.0,Espigão D'Oeste,11.0,RO,465.91582733812953,480.9451612903226,465.7445161290322,490.2712230215827,530.7096774193549
9,1100106.0,Guajará-Mirim,11.0,RO,462.71764705882356,469.40627615062766,460.2836820083682,471.71538461538466,474.64435146443515
10,1100114.0,Jaru,11.0,RO,467.2762626262626,499.7830188679245,492.57877358490566,510.33838383838383,596.1320754716982
11,1100122.0,Ji-Paraná,11.0,RO,484.3503144654088,510.97888446215137,503.69223107569724,524.4207547169812,606.8127490039841
12,1100130.0,Machadinho D'Oeste,11.0,RO,466.7848101265823,492.1,474.94216867469873,499.9392405063291,560.9638554216867
13,1100148.0,Nova Brasilândia D'Oeste,11.0,RO,446.7185185185185,471.5464285714285,459.9178571428571,489.25925925925924,555.0
14,1100155.0,Ouro Preto do Oeste,11.0,RO,486.12018348623855,515.2194690265487,511.37433628318587,527.7761467889908,628.141592920354
15,1100189.0,Pimenta Bueno,11.0,RO,469.28333333333336,488.52337662337663,487.5688311688312,502.25208333333336,572.4675324675325
16,1100205.0,Porto Velho,11.0,RO,480.54125519150904,508.83965367965374,497.9665800865801,514.4566682048916,605.2987012987013
17,1100254.0,Presidente Médici,11.0,RO,465.4315789473684,486.3247619047619,476.0152380952381,490.78631578947363,528.1904761904761
18,1100262.0,Rio Crespo,11.0,RO,463.54,513.35625,479.01875,518.44,603.75
19,1100288.0,Rolim de Moura,11.0,RO,484.7578947368421,514.9,499.76272727272726,521.0540669856459,620.7272727272727
20,1100296.0,Santa Luzia D'Oeste,11.0,RO,482.453125,513.2647058823529,486.5,505.609375,624.1176470588235
21,1100304.0,Vilhena,11.0,RO,490.5109144542773,516.486170212766,505.92712765957447,544.4938053097345,606.1702127659574
22,1100320.0,São Miguel do Guaporé,11.0,RO,455.22272727272724,471.66326530612247,459.68979591836734,493.9704545454546,576.734693877551
23,1100338.0,Nova Mamoré,11.0,RO,456.8883116883117,472.56976744186045,449.4895348837209,465.364935064935,455.1162790697674
24,1100346.0,Alvorada D'Oeste,11.0,RO,471.075,511.2071428571429,459.30357142857144,497.4708333333333,589.2857142857143
25,1100379.0,Alto Alegre dos Parecis,11.0,RO,472.63428571428574,476.1921052631579,464.0842105263158,495.86285714285714,527.3684210526316
26,1100403.0,Alto Paraíso,11.0,RO,460.31,470.1088235294118,458.6264705882353,502.67,530.5882352941177
27,1100452.0,Buritis,11.0,RO,476.62272727272733,507.02947368421053,497.3147368421053,513.3045454545455,577.2631578947369
28,1100502.0,Novo Horizonte do Oeste,11.0,RO,484.5761904761905,508.4391304347826,493.5652173913044,520.6666666666666,556.5217391304348
29,1100601.0,Cacaulândia,11.0,RO,445.95454545454544,485.90909090909093,456.0181818181818,466.44545454545454,616.3636363636364
30,1100700.0,Campo Novo de Rondônia,11.0,RO,463.1388888888889,488.4631578947368,466.4947368421052,484.2444444444444,580.0
31,1100809.0,Candeias do Jamari,11.0,RO,447.01025641025643,471.5325581395349,450.93953488372097,476.5076923076923,395.3488372093023
32,1100908.0,Castanheiras,11.0,RO,467.03000000000003,456.85833333333335,448.35833333333335,474.66999999999996,481.6666666666667
33,1100924.0,Chupinguaia,11.0,RO,443.9555555555555,464.27619047619044,442.07142857142856,461.69444444444446,387.6190476190476
34,1100940.0,Cujubim,11.0,RO,443.7111111111111,481.1555555555555,460.45000000000005,468.0222222222222,446.6666666666667
35,1101005.0,Governador Jorge Teixeira,11.0,RO,448.75952380952384,464.93636363636364,468.53409090909093,489.41904761904766,490.45454545454544
36,1101104.0,Itapuã do Oeste,11.0,RO,445.3962962962963,466.89666666666665,454.62666666666667,473.8777777777778,426.6666666666667
37,1101203.0,Ministro Andreazza,11.0,RO,463.3451612903226,480.4235294117647,463.3735294117647,488.01290322580644,550.5882352941177
38,1101302.0,Mirante da Serra,11.0,RO,469.27250000000004,495.66499999999996,481.7225,504.65,620.0
39,1101401.0,Monte Negro,11.0,RO,476.2217391304348,466.2166666666667,435.5125,467.0913043478261,483.3333333333333
40,1101435.0,Nova União,11.0,RO,449.02727272727276,511.1,483.43636363636364,470.44545454545454,649.0909090909091
41,1101450.0,Parecis,11.0,RO,512.2181818181817,517.4,516.9272727272727,464.3363636363636,596.3636363636364
42,1101468.0,Pimenteiras do Oeste,11.0,RO,452.6333333333334,487.1333333333334,455.6333333333334,519.0666666666667,400.0
43,1101476.0,Primavera de Rondônia,11.0,RO,,377.0,346.4,,0.0
44,1101484.0,São Felipe D'Oeste,11.0,RO,465.8454545454546,516.3272727272728,476.58181818181816,519.1545454545454,589.0909090909091
45,1101492.0,São Francisco do Guaporé,11.0,RO,473.6515151515151,501.9428571428571,489.1542857142858,522.4333333333333,650.8571428571429
46,1101500.0,Seringueiras,11.0,RO,463.9189189189189,498.548717948718,476.8666666666667,498.79189189189185,637.4358974358975
47,1101559.0,Teixeirópolis,11.0,RO,468.2384615384616,488.2769230769231,481.2923076923077,446.1,598.4615384615385
48,1101609.0,Theobroma,11.0,RO,479.96,530.5,502.1066666666667,487.68666666666667,532.0
49,1101708.0,Urupá,11.0,RO,468.951724137931,462.5,447.38666666666666,472.8206896551724,558.0
50,1101757.0,Vale do Anari,11.0,RO,434.00714285714287,496.13571428571424,485.5214285714286,497.65000000000003,597.1428571428571
51,1101807.0,Vale do Paraíso,11.0,RO,463.74,480.99411764705883,474.9588235294118,492.5866666666667,431.7647058823529
52,1200013.0,Acrelândia,12.0,AC,462.50249999999994,498.18222222222226,481.7511111111111,490.4325,509.3333333333333
53,1200054.0,Assis Brasil,12.0,AC,457.1107142857143,480.55,445.0607142857143,480.90000000000003,486.42857142857144
54,1200104.0,Brasiléia,12.0,AC,476.9723076923077,510.8471428571429,506.3471428571429,508.04923076923075,581.7142857142857
55,1200138.0,Bujari,12.0,AC,454.73333333333335,445.65555555555557,476.5111111111112,459.0111111111112,466.6666666666667
56,1200179.0,Capixaba,12.0,AC,467.55,488.49615384615385,478.9576923076923,477.0291666666667,532.3076923076923
57,1200203.0,Cruzeiro do Sul,12.0,AC,468.2640591966173,486.88651911468816,473.3939637826962,493.91035940803386,558.148893360161
58,1200252.0,Epitaciolândia,12.0,AC,473.03333333333336,477.9951612903226,473.9483870967742,504.73725490196074,509.03225806451616
59,1200302.0,Feijó,12.0,AC,462.57948717948716,469.2352941176471,457.24117647058824,481.33076923076925,467.84313725490193
60,1200328.0,Jordão,12.0,AC,458.2076923076923,467.18125,440.96875,502.33076923076925,493.75
61,1200336.0,Mâncio Lima,12.0,AC,441.40983606557376,471.16515151515154,454.5439393939394,480.59999999999997,559.3939393939394
62,1200344.0,Manoel Urbano,12.0,AC,440.375,465.81666666666666,486.84166666666664,466.7166666666667,555.0
63,1200351.0,Marechal Thaumaturgo,12.0,AC,452.9875,455.75625,428.165625,455.784375,481.25
64,1200385.0,Plácido de Castro,12.0,AC,463.9575757575758,482.44444444444446,468.97499999999997,466.43030303030304,520.0
65,1200393.0,Porto Walter,12.0,AC,454.5057142857143,467.38139534883726,448.35348837209307,471.5057142857143,457.2093023255814
66,1200401.0,Rio Branco,12.0,AC,488.85582468281433,518.7570955273329,506.2505245720596,528.4092272202998,632.4461623412479
67,1200427.0,Rodrigues Alves,12.0,AC,448.0230769230769,437.9392857142857,437.8357142857143,447.4153846153846,528.5714285714286
68,1200435.0,Santa Rosa do Purus,12.0,AC,491.92857142857144,476.8142857142857,506.2857142857143,489.2714285714286,597.1428571428571
69,1200450.0,Senador Guiomard,12.0,AC,466.3239130434783,475.62545454545455,463.5472727272727,475.1152173913043,510.1818181818182
70,1200500.0,Sena Madureira,12.0,AC,463.6675,482.9943181818182,495.1181818181818,503.99625,612.0454545454545
71,1200609.0,Tarauacá,12.0,AC,452.99844961240314,477.80410958904105,464.1568493150684,482.2387596899225,562.054794520548
72,1200708.0,Xapuri,12.0,AC,472.08,476.3090909090909,464.7218181818182,473.28,528.3636363636364
73,1200807.0,Porto Acre,12.0,AC,452.9,484.44102564102565,475.35128205128206,469.58378378378376,578.974358974359
74,1300029.0,Alvarães,13.0,AM,439.8868852459016,451.6929577464789,428.9450704225352,441.044262295082,478.3098591549296
75,1300060.0,Amaturá,13.0,AM,435.7083333333333,454.6730769230769,430.65,442.35833333333335,428.46153846153845
76,1300086.0,Anamã,13.0,AM,448.6644444444445,458.35818181818183,447.59818181818184,458.5866666666667,458.90909090909093
77,1300102.0,Anori,13.0,AM,451.12307692307695,478.94406779661017,457.1593220338983,475.17115384615386,496.6101694915254
78,1300144.0,Apuí,13.0,AM,481.32222222222225,510.2133333333333,481.09333333333336,533.8444444444444,473.3333333333333
79,1300201.0,Atalaia do Norte,13.0,AM,430.7035087719298,430.15588235294115,416.52058823529416,420.3666666666667,373.52941176470586
80,1300300.0,Autazes,13.0,AM,453.8320512820513,465.50555555555553,442.2033333333334,480.7833333333333,425.77777777777777
81,1300409.0,Barcelos,13.0,AM,479.0962962962963,485.0933333333333,479.46666666666664,469.8666666666667,562.6666666666666
82,1300508.0,Barreirinha,13.0,AM,449.5623853211009,456.37,441.65,453.17981651376147,459.1666666666667
83,1300607.0,Benjamin Constant,13.0,AM,434.7966666666667,436.89580838323354,416.16407185628736,419.7473333333333,413.05389221556885
84,1300631.0,Beruri,13.0,AM,452.69444444444446,441.2,435.45227272727277,437.975,510.0
85,1300680.0,Boa Vista do Ramos,13.0,AM,439.6842105263158,425.5547619047619,431.0238095238095,450.52894736842103,524.7619047619048
86,1300706.0,Boca do Acre,13.0,AM,461.91818181818184,472.47499999999997,463.02368421052637,467.23939393939395,467.63157894736844
87,1300805.0,Borba,13.0,AM,436.8489795918367,443.3162601626016,437.73821138211383,440.85816326530613,429.5934959349593
88,1300839.0,Caapiranga,13.0,AM,440.2327868852459,445.2809523809524,434.2761904761905,447.98688524590165,418.41269841269843
89,1300904.0,Canutama,13.0,AM,454.08484848484846,464.1027027027027,460.0945945945946,460.3090909090909,443.7837837837838
90,1301001.0,Carauari,13.0,AM,451.31499999999994,456.0595238095238,449.25,456.09250000000003,497.85714285714283
91,1301100.0,Careiro,13.0,AM,459.61379310344824,492.6190476190476,479.0253968253968,473.86551724137934,491.42857142857144
92,1301159.0,Careiro da Várzea,13.0,AM,454.15408163265306,457.77884615384613,435.8740384615385,441.380612244898,492.5
93,1301209.0,Coari,13.0,AM,457.1753424657534,450.3311203319502,441.11576763485476,464.2365296803653,472.9460580912863
94,1301308.0,Codajás,13.0,AM,453.82,458.9069444444445,430.2055555555555,463.0690909090909,424.1666666666667
95,1301407.0,Eirunepé,13.0,AM,453.60533333333336,488.521686746988,472.6,466.0346666666666,537.3493975903615
96,1301506.0,Envira,13.0,AM,438.34179104477613,455.7230769230769,444.5615384615385,467.0805970149254,540.0
97,1301605.0,Fonte Boa,13.0,AM,448.72142857142853,445.8244444444444,432.3666666666667,440.25714285714287,462.6666666666667
98,1301654.0,Guajará,13.0,AM,435.40000000000003,463.496,453.972,456.4217391304348,536.0
99,1301704.0,Humaitá,13.0,AM,461.5890410958904,481.1107142857143,471.18630952380954,477.0397260273973,533.9285714285714
100,1301803.0,Ipixuna,13.0,AM,457.1945945945946,429.9785714285714,419.64285714285717,432.3135135135135,385.23809523809524
101,1301852.0,Iranduba,13.0,AM,457.31057692307695,462.24044117647054,452.40367647058827,461.2557692307692,408.6764705882353
102,1301902.0,Itacoatiara,13.0,AM,459.2160194174757,473.8206666666666,457.89866666666666,476.4349514563107,509.9111111111111
103,1301951.0,Itamarati,13.0,AM,434.844,438.8,415.1,444.564,423.5
104,1302009.0,Itapiranga,13.0,AM,462.5882352941176,462.45471698113204,453.6924528301887,463.8901960784314,424.52830188679246
105,1302108.0,Japurá,13.0,AM,428.86315789473684,445.8095238095238,429.10952380952375,430.46315789473687,388.57142857142856
106,1302207.0,Juruá,13.0,AM,446.76129032258063,449.21818181818185,463.3272727272727,462.64516129032256,450.90909090909093
107,1302306.0,Jutaí,13.0,AM,452.3666666666667,453.378125,452.175,432.8037037037037,485.625
108,1302405.0,Lábrea,13.0,AM,450.8036363636364,459.3451612903226,453.71370967741933,453.0718181818182,466.7741935483871
109,1302504.0,Manacapuru,13.0,AM,465.34935622317596,482.56549019607843,476.7086274509804,483.080686695279,495.37254901960785
110,1302553.0,Manaquiri,13.0,AM,460.996875,458.7076923076923,452.774358974359,446.68125,405.64102564102564
111,1302603.0,Manaus,13.0,AM,481.9101988950276,505.60669283413847,500.0914553140097,512.9291049723757,549.6014492753624
112,1302702.0,Manicoré,13.0,AM,466.44406779661017,489.98333333333335,460.5257575757576,483.20338983050846,490.3030303030303
113,1302801.0,Maraã,13.0,AM,424.8740740740741,417.4485714285714,421.42571428571426,424.5777777777778,374.2857142857143
114,1302900.0,Maués,13.0,AM,457.4394736842105,471.5412213740458,467.0648854961832,473.99385964912284,459.08396946564886
115,1303007.0,Nhamundá,13.0,AM,444.89740259740256,453.65487804878046,414.1865853658537,449.3883116883117,437.8048780487805
116,1303106.0,Nova Olinda do Norte,13.0,AM,443.78720930232555,452.4058252427185,435.87766990291266,456.84302325581393,480.3883495145631
117,1303205.0,Novo Airão,13.0,AM,465.4449275362319,453.164367816092,433.23908045977015,469.136231884058,485.7471264367816
118,1303304.0,Novo Aripuanã,13.0,AM,447.8958333333333,459.2246753246754,426.17012987012987,443.4819444444445,438.1818181818182
119,1303403.0,Parintins,13.0,AM,463.99279437609846,481.18051529790654,459.74782608695654,472.4841827768014,496.8438003220612
120,1303502.0,Pauini,13.0,AM,474.36800000000005,427.2416666666667,439.6611111111111,444.54400000000004,468.8888888888889
121,1303536.0,Presidente Figueiredo,13.0,AM,463.91523809523807,484.85862068965514,477.825,493.6819047619048,551.7241379310345
122,1303569.0,Rio Preto da Eva,13.0,AM,450.3566265060241,470.0677419354839,457.9236559139785,470.48192771084337,462.5806451612903
123,1303601.0,Santa Isabel do Rio Negro,13.0,AM,444.4,436.6333333333334,438.68333333333334,418.79375,482.22222222222223
124,1303700.0,Santo Antônio do Içá,13.0,AM,434.1140625,432.2931506849315,417.96849315068494,431.6921875,431.7808219178082
125,1303809.0,São Gabriel da Cachoeira,13.0,AM,451.5576,477.12056737588654,458.8595744680851,463.5336,506.2411347517731
126,1303908.0,São Paulo de Olivença,13.0,AM,436.8454545454546,455.23804347826086,427.48478260869564,434.6193181818182,418.04347826086956
127,1303957.0,São Sebastião do Uatumã,13.0,AM,422.80833333333334,444.43571428571425,420.5142857142857,434.9638888888889,452.85714285714283
128,1304005.0,Silves,13.0,AM,444.5420289855073,441.76153846153846,415.0833333333333,433.5884057971014,257.43589743589746
129,1304062.0,Tabatinga,13.0,AM,459.40400000000005,482.80243902439025,466.64817073170735,476.6286666666667,562.0731707317074
130,1304104.0,Tapauá,13.0,AM,460.16896551724136,471.9575757575758,450.9030303030303,478.32413793103444,532.1212121212121
131,1304203.0,Tefé,13.0,AM,462.50790513833994,466.1553633217993,455.0685121107266,463.7102766798419,525.0519031141869
132,1304237.0,Tonantins,13.0,AM,432.3244444444444,434.746,411.92400000000004,428.92,317.6
133,1304260.0,Uarini,13.0,AM,442.015625,455.8625,441.753125,439.25625,384.375
134,1304302.0,Urucará,13.0,AM,454.31666666666666,460.69879518072287,434.4072289156627,447.1027777777778,460.48192771084337
135,1304401.0,Urucurituba,13.0,AM,438.90000000000003,471.41515151515154,462.21818181818185,457.025,464.24242424242425
136,1400027.0,Amajari,14.0,RR,512.2857142857143,493.8625,492.2625,543.1571428571428,542.5
137,1400050.0,Alto Alegre,14.0,RR,462.525,486.4041666666667,461.60833333333335,461.055,468.3333333333333
138,1400100.0,Boa Vista,14.0,RR,493.1370640713706,516.5970676691729,511.0047368421053,528.8229521492295,578.9473684210526
139,1400159.0,Bonfim,14.0,RR,428.59999999999997,435.88666666666666,430.8,439.6333333333334,392.0
140,1400175.0,Cantá,14.0,RR,441.6545454545454,485.7923076923077,459.18461538461537,433.5181818181818,473.84615384615387
141,1400209.0,Caracaraí,14.0,RR,478.3888888888889,498.13846153846157,499.6589743589744,505.96111111111105,581.5384615384615
142,1400233.0,Caroebe,14.0,RR,459.9166666666667,469.675,460.65,453.5833333333333,452.5
143,1400282.0,Iracema,14.0,RR,451.3,531.4,522.6,500.3,580.0
144,1400308.0,Mucajaí,14.0,RR,461.7615384615384,480.22666666666663,492.14000000000004,464.45384615384614,497.3333333333333
145,1400407.0,Normandia,14.0,RR,426.5,489.02,432.56000000000006,409.1,528.0
146,1400456.0,Pacaraima,14.0,RR,463.76000000000005,495.2882352941176,479.48823529411766,484.87,411.7647058823529
147,1400472.0,Rorainópolis,14.0,RR,488.45625,504.25,482.6777777777778,483.99375,535.5555555555555
148,1400506.0,São João da Baliza,14.0,RR,444.95384615384614,482.90000000000003,451.9642857142857,461.2153846153846,467.14285714285717
149,1400605.0,São Luiz,14.0,RR,433.55,420.95000000000005,412.04999999999995,425.75,530.0
150,1400704.0,Uiramutã,14.0,RR,438.5,526.1,496.3,487.9,700.0
151,1500107.0,Abaetetuba,15.0,PA,476.86841294298915,499.7348462664715,479.6852122986823,494.1824345146379,608.1698389458272
152,1500131.0,Abel Figueiredo,15.0,PA,424.84285714285716,485.40000000000003,473.31666666666666,461.3285714285715,483.3333333333333
153,1500206.0,Acará,15.0,PA,455.43086419753087,488.25476190476195,462.76190476190476,473.28148148148153,587.3809523809524
154,1500305.0,Afuá,15.0,PA,454.39285714285717,458.45517241379315,435.4689655172414,481.1928571428571,554.4827586206897
155,1500347.0,Água Azul do Norte,15.0,PA,482.0666666666667,446.7555555555556,432.5111111111111,511.4777777777778,615.5555555555555
156,1500404.0,Alenquer,15.0,PA,473.85161290322577,483.36717557251905,452.08320610687025,477.6677419354839,558.9312977099237
157,1500503.0,Almeirim,15.0,PA,480.2951612903226,474.46521739130435,461.8202898550724,471.4967741935484,519.1304347826087
158,1500602.0,Altamira,15.0,PA,476.86964618249533,500.65472027972027,489.18444055944053,508.6074487895717,607.4475524475524
159,1500701.0,Anajás,15.0,PA,451.908,434.92727272727274,432.28000000000003,438.658,437.45454545454544
160,1500800.0,Ananindeua,15.0,PA,482.8833414753297,513.9780796252927,499.06440281030444,508.92056668295066,619.9718969555036
161,1500859.0,Anapu,15.0,PA,464.63714285714286,456.84615384615387,451.3769230769231,473.87714285714287,486.6666666666667
162,1500909.0,Augusto Corrêa,15.0,PA,435.43823529411765,463.3565789473684,434.1355263157895,468.58088235294116,520.5263157894736
163,1500958.0,Aurora do Pará,15.0,PA,459.89591836734695,486.8654545454545,463.6872727272727,466.21020408163264,545.8181818181819
164,1501006.0,Aveiro,15.0,PA,473.45000000000005,537.475,507.07500000000005,570.825,610.0
165,1501105.0,Bagre,15.0,PA,436.9,461.425,438.0833333333333,427.82272727272726,533.3333333333334
166,1501204.0,Baião,15.0,PA,452.27368421052637,475.5935064935065,457.02337662337663,494.2368421052632,590.3896103896104
167,1501253.0,Bannach,15.0,PA,419.5,451.6,447.0,384.0,520.0
168,1501303.0,Barcarena,15.0,PA,473.69425287356324,504.7853994490358,490.28209366391184,500.92442528735637,615.6473829201102
169,1501402.0,Belém,15.0,PA,495.80902245706733,530.9778046606393,514.3472812937731,536.3823513870542,660.2215713739972
170,1501451.0,Belterra,15.0,PA,445.80930232558137,512.6488888888889,474.0977777777778,487.4325581395349,544.4444444444445
171,1501501.0,Benevides,15.0,PA,476.76519823788544,507.56125,486.66749999999996,502.520704845815,604.6666666666666
172,1501576.0,Bom Jesus do Tocantins,15.0,PA,465.8,503.621875,474.575,487.1566666666667,527.5
173,1501600.0,Bonito,15.0,PA,432.4269230769231,471.8961538461538,443.6807692307693,449.1807692307693,516.1538461538462
174,1501709.0,Bragança,15.0,PA,474.33030303030307,496.9993227990971,476.25959367945825,500.0358974358974,600.0451467268623
175,1501725.0,Brasil Novo,15.0,PA,473.75416666666666,476.5387755102041,469.4224489795919,491.7395833333333,519.1836734693877
176,1501758.0,Brejo Grande do Araguaia,15.0,PA,410.6666666666667,427.25,460.2,445.59999999999997,506.6666666666667
177,1501782.0,Breu Branco,15.0,PA,459.4140350877193,465.6177419354839,451.4,452.3350877192982,539.0322580645161
178,1501808.0,Breves,15.0,PA,464.95846994535515,482.6940414507772,467.96528497409327,474.10901639344263,559.5854922279793
179,1501907.0,Bujaru,15.0,PA,450.1218181818182,487.5258620689655,472.4568965517241,487.2618181818182,589.3103448275862
180,1501956.0,Cachoeira do Piriá,15.0,PA,432.0066666666667,430.6625,438.01875,460.03333333333336,537.5
181,1502004.0,Cachoeira do Arari,15.0,PA,447.21935483870965,459.846875,435.38125,452.23225806451615,529.375
182,1502103.0,Cametá,15.0,PA,469.225,494.37701754385967,469.4670175438597,495.8797101449275,603.0526315789474
183,1502152.0,Canaã dos Carajás,15.0,PA,480.26293103448273,502.4756302521008,486.36638655462184,516.7818965517241,611.5966386554621
184,1502202.0,Capanema,15.0,PA,478.5134782608696,506.83574468085106,486.5012765957447,498.43869565217386,620.4255319148937
185,1502301.0,Capitão Poço,15.0,PA,469.06288659793813,484.9069306930693,465.1356435643564,483.40103092783505,568.3168316831683
186,1502400.0,Castanhal,15.0,PA,491.8047562425684,527.7998858447489,510.5874429223744,529.0410225921522,680.2283105022831
187,1502509.0,Chaves,15.0,PA,444.46000000000004,465.61,392.65,461.25,566.0
188,1502608.0,Colares,15.0,PA,442.79285714285714,463.5933333333333,436.90999999999997,461.59999999999997,526.0
189,1502707.0,Conceição do Araguaia,15.0,PA,463.15859872611463,482.1726708074534,470.1993788819876,488.30063694267517,593.9130434782609
190,1502756.0,Concórdia do Pará,15.0,PA,450.5241379310345,471.295,442.901,460.30114942528735,477.6
191,1502764.0,Cumaru do Norte,15.0,PA,398.8666666666666,462.65,430.35,406.56666666666666,510.0
192,1502772.0,Curionópolis,15.0,PA,465.2857142857143,497.653125,478.9,486.8464285714286,585.625
193,1502806.0,Curralinho,15.0,PA,450.72444444444443,455.93203883495147,426.34660194174756,451.18888888888887,571.2621359223301
194,1502855.0,Curuá,15.0,PA,458.313698630137,453.5645569620253,429.2645569620253,457.5342465753425,547.8481012658228
195,1502905.0,Curuçá,15.0,PA,451.7511111111111,480.33870967741933,461.7258064516129,458.54555555555555,509.247311827957
196,1502939.0,Dom Eliseu,15.0,PA,465.7677419354839,495.772,474.07,490.89247311827955,527.8
197,1502954.0,Eldorado do Carajás,15.0,PA,465.5833333333333,452.7323529411765,444.2676470588235,470.55,477.6470588235294
198,1503002.0,Faro,15.0,PA,431.75,465.4695652173913,425.7086956521739,434.1045454545454,500.0
199,1503044.0,Floresta do Araguaia,15.0,PA,451.176,470.38518518518515,451.9,460.42800000000005,489.6296296296296
200,1503077.0,Garrafão do Norte,15.0,PA,462.8,467.1962962962963,460.4240740740741,502.77142857142854,498.8888888888889
201,1503093.0,Goianésia do Pará,15.0,PA,457.05306122448974,497.3254901960784,477.1647058823529,488.765306122449,556.4705882352941
202,1503101.0,Gurupá,15.0,PA,462.16818181818184,495.1608695652174,475.6260869565217,506.08181818181816,602.6086956521739
203,1503200.0,Igarapé-Açu,15.0,PA,460.9564516129032,481.334375,465.57734375,482.77016129032256,575.3125
204,1503309.0,Igarapé-Miri,15.0,PA,448.28631578947363,465.0551724137931,442.15123152709356,459.53684210526313,516.256157635468
205,1503408.0,Inhangapi,15.0,PA,452.38500000000005,463.645,421.48,474.475,404.0
206,1503457.0,Ipixuna do Pará,15.0,PA,451.9692307692308,477.2037037037037,463.0925925925926,455.15,554.074074074074
207,1503507.0,Irituia,15.0,PA,444.16326530612247,473.5578947368421,457.71228070175437,456.8448979591837,536.140350877193
208,1503606.0,Itaituba,15.0,PA,484.41451104100946,512.8285714285714,494.6907738095238,511.97381703470035,661.25
209,1503705.0,Itupiranga,15.0,PA,461.1494382022472,464.48900000000003,449.836,473.41123595505616,487.8
210,1503754.0,Jacareacanga,15.0,PA,433.55333333333334,435.9625,442.28125,476.8066666666667,518.75
211,1503804.0,Jacundá,15.0,PA,477.40714285714284,492.218487394958,483.9529411764706,512.0535714285714,606.890756302521
212,1503903.0,Juruti,15.0,PA,464.455905511811,501.20962962962966,470.09925925925927,491.3417322834646,570.8148148148148
213,1504000.0,Limoeiro do Ajuru,15.0,PA,450.44,467.1923076923077,443.4833333333333,474.6613333333333,532.3076923076923
214,1504059.0,Mãe do Rio,15.0,PA,454.65490196078434,478.6307692307692,453.84615384615387,476.26764705882357,545.7692307692307
215,1504109.0,Magalhães Barata,15.0,PA,455.34444444444443,471.2793103448276,443.49655172413793,468.6666666666667,498.62068965517244
216,1504208.0,Marabá,15.0,PA,486.09109792284863,509.4993439550141,492.8251171508904,514.0002967359051,633.8331771321463
217,1504307.0,Maracanã,15.0,PA,454.875,483.2,460.055,463.9392857142857,514.6666666666666
218,1504406.0,Marapanim,15.0,PA,438.96734693877556,461.6685185185185,438.8037037037037,459.8857142857143,483.7037037037037
219,1504422.0,Marituba,15.0,PA,466.583282674772,498.45258620689657,492.7988505747126,483.90182370820673,563.8505747126437
220,1504455.0,Medicilândia,15.0,PA,456.20166666666665,476.6491803278688,455.2081967213115,469.13,512.7868852459017
221,1504505.0,Melgaço,15.0,PA,436.51604938271606,453.595061728395,422.19876543209875,446.3407407407407,516.2962962962963
222,1504604.0,Mocajuba,15.0,PA,454.26758620689657,472.18092105263156,454.39210526315793,459.0144827586207,525.921052631579
223,1504703.0,Moju,15.0,PA,454.66,452.48728813559325,439.9889830508474,464.5295238095238,458.64406779661016
224,1504752.0,Mojuí dos Campos,15.0,PA,471.37741935483865,468.77777777777777,455.6611111111111,483.27096774193546,490.0
225,1504802.0,Monte Alegre,15.0,PA,469.00519480519483,478.6963414634146,463.9493902439024,476.17077922077925,556.4634146341464
226,1504901.0,Muaná,15.0,PA,457.44565217391306,457.52127659574467,449.6170212765957,479.4652173913044,454.0425531914894
227,1504950.0,Nova Esperança do Piriá,15.0,PA,457.07575757575756,493.22727272727275,463.67575757575753,469.03636363636366,538.7878787878788
228,1504976.0,Nova Ipixuna,15.0,PA,471.24642857142857,482.85517241379307,476.86206896551727,496.42857142857144,549.6551724137931
229,1505007.0,Nova Timboteua,15.0,PA,456.321875,459.60303030303027,434.1484848484848,482.628125,589.0909090909091
230,1505031.0,Novo Progresso,15.0,PA,474.7363636363636,493.7314285714285,489.6242857142857,502.9621212121212,504.85714285714283
231,1505064.0,Novo Repartimento,15.0,PA,474.54555555555555,495.90103092783505,473.3979381443299,502.9488888888889,586.8041237113403
232,1505106.0,Óbidos,15.0,PA,461.9835164835165,483.84574468085106,466.50425531914897,470.3131868131868,567.8723404255319
233,1505205.0,Oeiras do Pará,15.0,PA,454.752380952381,479.1235294117647,451.65441176470586,465.14761904761906,544.4117647058823
